cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_fold_4,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_fold_4,cummulativecoverage_avg,cummulativecoverage_std,numEpochs,numFactors,learningRate,seed
0.7636198272687279,0.7672580886698265,0.8027477337305455,0.7689143550760817,0.7703782197994634,0.774583644908929,0.014261216064360661,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0,4815162342
0.7663187871856426,0.7669580041694529,0.7645147286248571,0.7642614689766066,0.7680513964765838,0.7660208770866286,0.00144595758416,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,6,1.0,4815162342
0.763478990470628,0.763094379043623,0.7622800182568406,0.7631309153634805,0.7643932922752832,0.763275519081971,6.834561228665233E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0,4815162342
0.7609725854331433,0.7578253008953807,0.7597062945234858,0.7606070473972448,0.7752881925662991,0.7628798841631107,0.0062990503419070015,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0,4815162342
0.8096973191501419,0.8100453292401822,0.8107286253144425,0.8087089331878365,0.8127634119156422,0.810388723761649,0.0013544248521319118,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.1,4815162342
0.7638403408656231,0.7691846573411617,0.7733684867763998,0.7748536827404574,0.7766273507404883,0.771574903692826,0.004583258518562811,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,10,1.0,4815162342
0.7667763855860366,0.7664188279547859,0.7656157241367689,0.7663301145126166,0.7677043560398441,0.7665690816460103,6.81233421940089E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0,4815162342
0.8138501906029179,0.8141822475409047,0.8151383255635936,0.8134197811803975,0.8145929350393425,0.8142366959854312,5.932188470126783E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,6,0.1,4815162342
0.7844005389517736,0.7697835469817358,0.783496533132889,0.7846757710810224,0.7862540078727771,0.7817220796040396,0.006035131450954571,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,1.0,4815162342
0.7652870079161368,0.764744059799557,0.7640403009836612,0.764802528305627,0.7672888729280531,0.765232553986607,0.0011023999908843253,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,8,0.1,4815162342
0.764565995240289,0.7643045800225884,0.7634560687885074,0.7642715807405569,0.765595489770665,0.7644387429125213,6.878732085966586E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,1.0,4815162342
0.7470207411436804,0.7616867887065942,0.7451753885286854,0.7467012369199008,0.731016620094366,0.7463201550786454,0.009718828599464399,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0,4815162342
0.7536741826070852,0.7529266289666814,0.7521163151841372,0.7533045440496988,0.7542534313248566,0.7532550204264917,7.182568377274316E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0,4815162342
0.7783786337061689,0.7797311869503409,0.7775882066533384,0.779479165598945,0.7791020922451771,0.7788558570307942,7.810284759234386E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,4,0.01,4815162342
0.8074790089850411,0.8065763767767739,0.8050956278791922,0.8060109384616577,0.8049831485375427,0.8060290201280417,9.346081967346694E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,2,0.01,4815162342
0.7829050989834009,0.781555450990821,0.7808217733290549,0.7798098265056582,0.7815737065237509,0.7813331712665372,0.0010159064271667365,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,8,0.01,4815162342
0.801259095616314,0.7963334382632281,0.7983633907650352,0.7983766092029946,0.8005638745508076,0.7989792816796759,0.0017579254404085007,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,6,0.01,4815162342
0.7944631997933634,0.7961272229238017,0.7920404704892111,0.793377364197408,0.7963624849555181,0.7944741484718605,0.0016385550927968467,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.01,4815162342
0.7735010971577226,0.7702214973493261,0.7678993708931121,0.7685674221223673,0.766343163468311,0.7693065101981678,0.0024388307566138505,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.01,4815162342
0.7813302643051895,0.7806838635985193,0.7800873307146675,0.7805191167531572,0.7823572392971758,0.7809955629337418,7.893327218759231E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.01,4815162342
0.773482881596848,0.773540061581512,0.7726544956898695,0.7730167305756072,0.7745872873501662,0.7734562913588006,6.516082258989543E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.01,4815162342
0.7796779828978058,0.7796749046188376,0.7787781587354757,0.7790360682559191,0.780990192185875,0.7796314613387827,7.658745778269674E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.01,4815162342
0.7971563666548442,0.7915409917199986,0.78897275350659,0.790560458214803,0.7847441849829155,0.7905949510158303,0.0040202324780056475,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.01,4815162342
0.7712280758798353,0.7707131704870845,0.7699447675442751,0.7704609080571039,0.7720589168085611,0.7708811677553719,7.196005462184206E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.01,4815162342
0.6965869268152073,0.6949037549830116,0.6939033745353929,0.6961580966727232,0.6959062463279214,0.6954916798668512,9.67875207106067E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,8,1.0,4815162342
