cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_fold_4,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_fold_4,cummulativecoverage_avg,cummulativecoverage_std,numIters,numFactors,gamma,lambda,seed
0.8014255309010178,0.7957706683494831,0.7998944302835624,0.7952657831941887,0.7971617781175481,0.7979036381691601,0.002384331231783472,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.05,1.0E-4,4815162342
0.7904766083071258,0.7833656183798602,0.7873203895464891,0.7883629579051556,0.7848485514684872,0.7868748251214235,0.002522150900613515,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.05,1.0E-4,4815162342
0.7775307471144008,0.7715774650119578,0.7781166805327842,0.7773772914044423,0.7756462877434037,0.7760496943613978,0.002382940840726643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,6,0.05,1.0E-4,4815162342
0.7685929171833704,0.765052034779548,0.7694648591282038,0.7669829275472205,0.7717761113231612,0.7683737699923008,0.00227080580658932,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.05,1.0E-4,4815162342
0.7600809315746605,0.76042864354459,0.7599487116621718,0.7598258623730697,0.7629126952588785,0.7606393688826741,0.001154389054456029,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.05,1.0E-4,4815162342
0.7985751346664758,0.7918179100608465,0.7978912178328984,0.7942282837409307,0.7938374733593976,0.7952700039321098,0.0025631593153535126,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.05,1.0E-4,4815162342
0.7837372411013435,0.7791127953992529,0.7814696984062153,0.7831313373164203,0.781310689612321,0.7817523523671105,0.0016176280793094094,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.05,1.0E-4,4815162342
0.7687886518544964,0.7625960706075147,0.7704087847972273,0.7682025771956245,0.7642523922535125,0.7668496953416751,0.0029358564724053155,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.05,1.0E-4,4815162342
0.7553731501168462,0.7548909825084291,0.7591865886469878,0.7530679413366467,0.7593843456279353,0.7563806016473691,0.0024941404548461986,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.05,1.0E-4,4815162342
0.7465493501602662,0.7474401679285779,0.7484449118935329,0.7443359671710146,0.7500262461163847,0.7473593286539553,0.001902327759696127,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.05,1.0E-4,4815162342
0.7962916964147051,0.7898062404547085,0.7960872951149551,0.7936513056830314,0.7916063883058376,0.7934885851946476,0.002519505174880975,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.05,1.0E-4,4815162342
0.7786895582744803,0.7769641473724441,0.7778357549072439,0.7789265130616022,0.7797276450014919,0.7784287237234525,9.486433765813014E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,4,0.05,1.0E-4,4815162342
0.7624543087212559,0.7573792769434485,0.7656657639317559,0.7635146734176571,0.7579612455672459,0.7613950537162727,0.0032178028554337656,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.05,1.0E-4,4815162342
0.7479342300089985,0.7475921050462838,0.7514622112250103,0.7469882545221805,0.7513309013254257,0.7490615404255798,0.0019308963062516472,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.05,1.0E-4,4815162342
0.7388346430400724,0.7401368926524973,0.7389250531118758,0.7327562800201214,0.7413098331716044,0.7383925403992343,0.0029597235512292415,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.05,1.0E-4,4815162342
0.7610513704113647,0.7614373085052667,0.7610635711018036,0.7609610245694882,0.7640081436827174,0.7617042836541281,0.0011634680146547075,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.05,0.001,4815162342
0.7693920965936427,0.7660652138591326,0.7702741280082313,0.7677880591329855,0.7725064182110412,0.7692051831610067,0.002188304380144144,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.05,0.001,4815162342
0.7780642980128937,0.7721981827248756,0.778728044435875,0.777973418285108,0.7762523572168969,0.7766432601351299,0.0023683966394699037,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,6,0.05,0.001,4815162342
0.7908193527406923,0.7837151247795994,0.787645085982524,0.7886889911196041,0.7852146130897836,0.7872166335424408,0.002513946835516069,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.05,0.001,4815162342
0.8015524123703611,0.7959023905870013,0.8000622930406437,0.7954478832827009,0.7973287583100516,0.7980587475181518,0.0023756792828443997,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.05,0.001,4815162342
0.8045488682713736,0.8010320953618701,0.8050546941579759,0.8051348808244151,0.8024710883847668,0.8036483254000804,0.0016266065399412788,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.03,0.001,4815162342
0.799719482998769,0.7901679693888403,0.7943028111992027,0.7981477896148974,0.7930921797146958,0.795086046583281,0.0034530985927139265,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.03,0.001,4815162342
0.7720494822131635,0.7743219450360399,0.7699089701218512,0.7712357736189579,0.7752040089781401,0.7725440359936304,0.0019563293624937626,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.03,0.001,4815162342
