cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_avg,cummulativecoverage_std,numEpochs,numFactors,learningRate,seed
0.7808743528859475,0.7816904311729144,0.7806724409629379,0.7792381715592915,0.7806188491452728,8.835599700663913E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,2,0.01,4815162342
0.7703313506521061,0.7729640907321838,0.7739761864711919,0.77437975820441,0.7729128465149729,0.001577123063278105,1.0,1.0,1.0,1.0,1.0,0.0,100,8,0.01,4815162342
0.7766704444064421,0.7768381369997236,0.7785935043882939,0.7774481169172602,0.77738755067793,7.540042133991464E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,6,0.01,4815162342
-0.004716512815576612,-0.002252210603750804,-0.0024651257679022542,0.0015661098402321993,-0.0019669348367493678,0.002256776474217193,1.0,1.0,1.0,1.0,1.0,0.0,25,10,1.0E-4,4815162342
0.08419748276161809,0.08576512619821859,0.08593678183973763,0.08995158134944559,0.08646274303725497,0.0021252471221241843,1.0,1.0,1.0,1.0,1.0,0.0,25,8,1.0E-4,4815162342
0.7797420526880097,0.7770706302898379,0.7786724507203022,0.7786421490300743,0.778531820682056,9.528494139394046E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.01,4815162342
0.7674268867832484,0.7676125681879478,0.7685350010598381,0.7654414978287029,0.7672539884649342,0.0011274516420850431,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.01,4815162342
0.770205337047729,0.7699425665842626,0.771877813894401,0.7698489722581238,0.7704686724461292,8.239904207866353E-4,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.01,4815162342
0.7402322715972228,0.740626169125114,0.7433525284389789,0.7417506698688244,0.7414904097575351,0.0012108927296081947,1.0,1.0,1.0,1.0,1.0,0.0,75,4,0.01,4815162342
0.7705682777620182,0.7689079944465901,0.7701340225994069,0.7691684795199136,0.7696946935819822,6.804329639843139E-4,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.01,4815162342
0.7681134002983625,0.7684157138852947,0.7695596477994993,0.7681183647582921,0.7685517816853622,5.946295114143778E-4,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.01,4815162342
0.016137190755996733,0.018571557201590202,0.018271742552876447,0.022130121116245793,0.018777652906677295,0.002151133665714562,1.0,1.0,1.0,1.0,1.0,0.0,50,6,1.0E-4,4815162342
-0.2478953607559512,-0.24556995544418497,-0.2461374165370971,-0.24116856006299048,-0.24519282320005592,0.0024765342890475293,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0E-4,4815162342
0.33777610738718156,0.3398972154477249,0.33971000849148536,0.34398772332365346,0.3403427636625113,0.0022623189256381687,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0E-4,4815162342
0.10336518692225094,0.10487820211836173,0.10506173299071198,0.10913091901131045,0.10560901026065878,0.002137298374873556,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0E-4,4815162342
0.0265595833734753,0.028973652761280607,0.028682357834171945,0.03255864100580429,0.029193558743683037,0.0021547209733910676,1.0,1.0,1.0,1.0,1.0,0.0,75,6,1.0E-4,4815162342
0.7647668782683075,0.7609040603977427,0.7625046338296738,0.7605348775117907,0.7621776125018787,0.0016682141175251898,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.1,4815162342
-0.23817830246433622,-0.2358609715554394,-0.23642718278959696,-0.23144839001669326,-0.23547871170651646,0.002478759930424064,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0E-4,4815162342
0.3457162477501333,0.347818781529911,0.3476084641702777,0.3518995072774593,0.34826075018194536,0.0022547649077037184,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0E-4,4815162342
0.25653214169907246,0.256654707245238,0.25727296388194715,0.2615757344703235,0.2580088868241453,0.002078374557452086,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.001,4815162342
0.1990478876217959,0.20144426831284512,0.20089475380207586,0.20520663703758701,0.201648386693576,0.002237932515821619,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.001,4815162342
0.014190756137025697,0.01669600712000152,0.016467723107064125,0.020513109739443536,0.01696689902588372,0.0022696441784410427,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0E-4,4815162342
0.17670378882735782,0.17966075921047375,0.17896273916916028,0.18326402045518286,0.17964782691554368,0.0023565721103604095,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.001,4815162342
0.7605143493015991,0.7602259874784307,0.7618929715836412,0.7603701276104077,0.7607508589935197,6.672339350491409E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.1,4815162342
0.7683457242450078,0.7675749808721395,0.7690454295150776,0.7675599892037979,0.7681315309590057,6.159337041629376E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.1,4815162342
0.7662093079143627,0.7656107272049373,0.7670601044334923,0.7653807616576302,0.7660652253026057,6.491539274628195E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.1,4815162342
0.7624416938439037,0.7620731391230549,0.763654718403414,0.7620842245878368,0.7625634439895523,6.472544015698945E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0,4815162342
0.7634317732255105,0.7629698282893227,0.7645188690501882,0.7629411956378365,0.7634654165507144,6.386136023265853E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.1,4815162342
0.7627232416198807,0.7623430558586296,0.763915906583734,0.7623189594677845,0.7628252908825072,6.4976510747237E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0,4815162342
0.7473042962264098,0.747671479811301,0.7497637717144795,0.7487678561165451,0.7483768509671839,9.649295732868892E-4,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.1,4815162342
0.7625489889228017,0.7621704368877896,0.7637565814897821,0.7621661810920825,0.7626605470981139,6.516023289518801E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,4,1.0,4815162342
0.763055143900267,0.762604010854901,0.7642004952850328,0.7626357587507798,0.7631238521977451,6.46597131575566E-4,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.1,4815162342
0.7636502867540633,0.7632220804109593,0.7647633520838095,0.763147320520459,0.7636957599423229,6.455576831898469E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,6,1.0,4815162342
0.7595364063773206,0.7593457685487032,0.7610098929333362,0.7595786671374752,0.7598676837492089,6.652654725383987E-4,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.1,4815162342
0.7531612487327324,0.7531578454555978,0.7550292661468366,0.7538921849807177,0.7538101363289712,7.647790514424432E-4,1.0,1.0,1.0,1.0,1.0,0.0,25,6,0.1,4815162342
0.7634774335312388,0.7630665438210325,0.7646079441745027,0.7630020990400874,0.7635385051417154,6.437989943569009E-4,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0,4815162342
0.11282252154915573,0.11429151731178942,0.1144895809046863,0.11858261909311361,0.11504655971468628,0.0021406994250981175,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0E-4,4815162342
0.036928166988004815,0.039326226207605175,0.039038403031673385,0.04293386996012616,0.03955666654685239,0.00215848399615378,1.0,1.0,1.0,1.0,1.0,0.0,100,6,1.0E-4,4815162342
0.7759861592624578,0.7749518729785305,0.776060661478834,0.773947750590598,0.7752366110776051,8.635853584351821E-4,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.1,4815162342
-0.2285672831030179,-0.2262643393587489,-0.22682487035602714,-0.22183751227968226,-0.22587350127436906,0.0024800970365758024,1.0,1.0,1.0,1.0,1.0,0.0,100,4,1.0E-4,4815162342
0.3532548140602507,0.3553526935530682,0.35512593217801386,0.3593765530244267,0.3557774982039399,0.002231710564075993,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0E-4,4815162342
-0.08570648253217672,-0.08396456389214024,-0.08436886402363641,-0.07923608644326795,-0.08331899922280533,0.002443830147542696,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.001,4815162342
0.4618920912770157,0.4635231971207585,0.4637510573286872,0.4672604242875531,0.4641066925035036,0.00195687416543178,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.001,4815162342
0.02364926263435996,0.026185489034871497,0.025941684596269,0.029993556989010628,0.02644249831362777,0.0022764584020363784,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0E-4,4815162342
