cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_avg,cummulativecoverage_std,numIters,numFactors,learningRate,regularization,scores,seed
0.7896147577667447,0.7873287344354835,0.7893016884503912,0.792362058187382,0.7896518097100003,0.001793466147098323,0.7488491356328573,0.7501444688973586,0.7443845313410664,0.7465956341666741,0.747493442509489,0.0021987060528581314,25,6,0.001,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1.0,0.001,[D@722c41f4,4815162342
0.777196128964737,0.7771833738164206,0.7753487822765066,0.7800956398160079,0.777455981218418,0.0016992588738910443,0.6739047573773941,0.6767283070332555,0.6783254847349997,0.6769502087776224,0.6764771894808179,0.0016062697122251836,100,10,1.0E-4,0.1,[D@722c41f4,4815162342
0.7929697006154073,0.7904454717673953,0.7900051757140012,0.7940646914077453,0.7918712598761374,0.001698002927908643,0.8168372263844051,0.82041377012952,0.8214439423324847,0.8161919829104016,0.8187217304392029,0.002248578106135009,25,10,0.001,0.001,[D@722c41f4,4815162342
0.7731960898254571,0.7754218466845225,0.7754304857392404,0.7741070819488294,0.7745388760495123,9.439446448288905E-4,0.6403671957435636,0.6438373279805085,0.6427169805775591,0.6406410360039806,0.641890635076403,0.0014452357413945337,100,8,1.0E-4,0.1,[D@722c41f4,4815162342
0.6494883370813048,0.6174256466230188,0.5723225027989385,0.5746331101963141,0.603467399174894,0.032070937734879464,0.4890217479959687,0.48670501297468055,0.4865752938969333,0.48903904311641844,0.4878352744960003,0.0011960163538003842,75,2,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,0.1,1.0E-4,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,8,0.1,1.0E-4,[D@722c41f4,4815162342
0.7407650250808283,0.7448784365795645,0.7418397008032205,0.7463152853648399,0.7434496119571133,0.0022389977948417345,0.6335049730797787,0.6370794150856498,0.6374730721243607,0.6356579606719537,0.6359288552404357,0.0015537842786244715,50,10,1.0E-4,0.1,[D@722c41f4,4815162342
0.7263543042887289,0.7303281319337327,0.7386247846305317,0.7320084533382029,0.7318289185477991,0.004428312045858336,0.6061226331258113,0.609769308184408,0.6085376876324222,0.6071940862117838,0.6079059287886063,0.001374605878475603,50,8,1.0E-4,0.1,[D@722c41f4,4815162342
0.73637301697726,0.7093991196537875,0.7034028476312929,0.7246275450580741,0.7184506323301036,0.012920253754869358,0.5761415790961583,0.5747165880334418,0.5736960496255152,0.5720434928348395,0.5741494273974888,0.0014942265025563433,50,6,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,0.1,1.0E-4,[D@722c41f4,4815162342
0.698013739259692,0.6833247921732577,0.6731202066597144,0.650470792696847,0.6762323826973777,0.017306609466567043,0.5350062241452512,0.5356239977995831,0.536011135616223,0.5365973837854986,0.535809685336639,5.790252172756437E-4,50,4,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6,1.0,0.001,[D@722c41f4,4815162342
0.5567923260833763,0.507546093213011,0.5471707644797575,0.512935020138095,0.5311110509785599,0.02123156624201005,0.4883396613480165,0.48647680477180033,0.48687390676291425,0.48901140775599655,0.4876754451596819,0.0010374465991740535,50,2,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,6,0.1,1.0E-4,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,0.1,1.0E-4,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,4,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,6,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,8,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,10,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,2,1.0,0.001,[D@722c41f4,4815162342
0.7625994972306832,0.7682353814341907,0.7639134774633779,0.7691594135878298,0.7659769424290204,0.002779104763630417,0.6540276201315693,0.6578974759993339,0.6580799365021527,0.6572259989111167,0.6568077578860432,0.0016363080002421253,75,10,1.0E-4,0.1,[D@722c41f4,4815162342
0.75878698163256,0.7628726591708614,0.7652008045806107,0.7618941584790703,0.7621886509657756,0.00230211949631499,0.6234558645303738,0.6268938530746179,0.6258317769754851,0.6240124876792813,0.6250484955649396,0.0013810014534786279,75,8,1.0E-4,0.1,[D@722c41f4,4815162342
0.7646332607186216,0.7489456752579257,0.7464575480873771,0.7597897789093965,0.7549565657433303,0.0075060389137213334,0.5881223385605289,0.587402508147178,0.5847645298392677,0.5831179121475836,0.5858518221736395,0.0020134758691510834,75,6,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,8,1.0,0.001,[D@722c41f4,4815162342
0.7489658485559972,0.7438740441447549,0.7374952464835732,0.7049748648518132,0.7338275010090346,0.017146643735127285,0.5403368291595899,0.5417529646846418,0.5414580826760897,0.541914836089199,0.5413656781523801,6.161643740938565E-4,75,4,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,10,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,6,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,8,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1.0,1.0,[D@722c41f4,4815162342
0.6931259353454964,0.698791289643817,0.6966045106588301,0.692530244327712,0.6952629949939638,0.0025633707086701006,0.6299399014137512,0.6331174244516502,0.632450542885992,0.6302457575454464,0.6314384065742099,0.0013703512659281704,25,10,1.0E-4,0.001,[D@722c41f4,4815162342
0.6820413122516916,0.6750543046556343,0.6805623285067856,0.6888656486553933,0.6816308985173761,0.004921978201970437,0.6049138561617441,0.6076547906309959,0.6068831309467295,0.6063152745638654,0.6064417630758336,0.0010020903563083456,25,8,1.0E-4,0.001,[D@722c41f4,4815162342
0.6950593533706726,0.6526057781889243,0.6431708111551661,0.6563810596974647,0.6618042506030569,0.019793495270510914,0.5802263105177313,0.5776395642185554,0.577701405400774,0.576732128003451,0.578074852035128,0.0013000595466723503,25,6,1.0E-4,0.001,[D@722c41f4,4815162342
0.6327357379500562,0.5964728056617231,0.5972144967512558,0.595905084388628,0.6055820311879159,0.01568407402842361,0.5428736796527155,0.5423330232720419,0.5442024971879416,0.5443070265704498,0.5434290566707872,8.483475440020099E-4,25,4,1.0E-4,0.001,[D@722c41f4,4815162342
0.5692689283561608,0.5243367656539691,0.5129494826838175,0.5216853233739849,0.5320601250169831,0.02189177063020258,0.49669569581751283,0.4951902166351639,0.4956943944660934,0.49851393082191686,0.49652355943517174,0.00127048482474001,25,2,1.0E-4,0.001,[D@722c41f4,4815162342
0.7687607686600483,0.7674776072925982,0.7665807463017572,0.7710836974906474,0.7684757049362627,0.001693365998766971,0.6386176888630359,0.6379410368170155,0.6342135987737222,0.632879787501404,0.6359130279887945,0.0024246967729688114,100,6,1.0E-4,0.01,[D@722c41f4,4815162342
0.7688086042428112,0.7709427533077088,0.7729461119050492,0.7707561710121211,0.7708634101169225,0.0014643829319948682,0.6788607060016477,0.6830138373446754,0.6813082963496804,0.6788408573947821,0.6805059242726963,0.0017615774034829073,100,8,1.0E-4,0.01,[D@722c41f4,4815162342
0.7738963359568556,0.7748054176065451,0.7732394399490072,0.7773961063671231,0.7748343249698827,0.0015801140133922733,0.7118542092245722,0.7152991942082804,0.7162973351572454,0.7149888020329054,0.7146098851557509,0.0016628260819244428,100,10,1.0E-4,0.01,[D@722c41f4,4815162342
0.7477149100889395,0.7274521304740976,0.7109653664418492,0.7063204275958413,0.7231132086501819,0.016229891574910407,0.5155452511037807,0.5126603286046267,0.5118039379976138,0.5144685150431486,0.5136195081872924,0.0014701716742567762,100,2,1.0E-4,0.01,[D@722c41f4,4815162342
0.7628440100337304,0.7718193591641247,0.7646921364304703,0.7624031287833241,0.7654396586029123,0.0037821050186692,0.5811555282182099,0.5830329772339717,0.5811588681185446,0.582009484857967,0.5818392146071732,7.720685834965201E-4,100,4,1.0E-4,0.01,[D@722c41f4,4815162342
0.7396074241712983,0.743701020129733,0.7398195932124201,0.7436514598678245,0.741694874345319,0.001982862537572019,0.6556641017801417,0.6593399907198128,0.6592127722218031,0.6575132291511327,0.6579325234682225,0.0014951208659037295,50,10,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,2,1.0,1.0,[D@722c41f4,4815162342
0.7326793294562276,0.7393967926805681,0.7392704064612479,0.7372052625941167,0.73713794779804,0.0027172398198047664,0.6274743623333023,0.6315018162587616,0.629697766098055,0.6285270437082998,0.6293002470996046,0.0014947095688477362,50,8,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,4,1.0,1.0,[D@722c41f4,4815162342
0.7367592825349624,0.7227043962332302,0.7174805233395903,0.7291655523960695,0.7265274386259631,0.007213054196690681,0.5963850176041275,0.5947266244403518,0.5932914698690123,0.5912067416505941,0.5939024633910214,0.0019027969966600657,50,6,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,8,1.0,1.0,[D@722c41f4,4815162342
0.7250649954509641,0.6963890966837208,0.7130440196979403,0.6961079602899758,0.7076515180306502,0.012169676762424343,0.5521426190226162,0.5527147351089762,0.5531666863289677,0.5539491679576546,0.5529933021045537,6.60492788628257E-4,50,4,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,10,1.0,1.0,[D@722c41f4,4815162342
0.6296417694313069,0.583828357824323,0.5795873053225437,0.5899317667839161,0.5957472998405224,0.019911442032030997,0.5013118254036021,0.4994434199149435,0.4993532431714312,0.5022933903089691,0.5006004696997365,0.0012516334671125449,50,2,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,10,1.0,1.0,[D@722c41f4,4815162342
0.6632699374103482,0.6165116101247599,0.6092689240456347,0.6273285837057878,0.6290947638216327,0.020751274429556817,0.44879454810528957,0.45023521984589593,0.4511810309601993,0.44923918013157105,0.4498624947607389,9.228343410673494E-4,100,10,1.0E-4,1.0,[D@722c41f4,4815162342
0.6524754843426438,0.5946927614658206,0.5890079050070376,0.6367339481085442,0.6182275247310116,0.027032765778545072,0.43997948694303674,0.44020988840037356,0.44183824094725405,0.4407703895414173,0.4406995014580204,7.176166443013356E-4,100,8,1.0E-4,1.0,[D@722c41f4,4815162342
0.5218975669643111,0.5074083261637964,0.5669012001310536,0.54210129947628,0.5345770981838602,0.022362769600426997,0.431743489118275,0.43158945429141227,0.43203179029984634,0.4311742353887814,0.43163474227457876,3.096734585288331E-4,100,6,1.0E-4,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,6,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,8,1.0,1.0,[D@722c41f4,4815162342
0.5754505418910252,0.494658971751261,0.47851137657213977,0.5129696511644464,0.515397635344718,0.036752329673502795,0.4187013514701187,0.4189151870992389,0.4194270954852816,0.41853069717924196,0.41889358280847033,3.3680164379159487E-4,100,4,1.0E-4,1.0,[D@722c41f4,4815162342
0.44111989567044696,0.39142088845522427,0.3933784155433871,0.4680893933375644,0.42350214825165566,0.03253864606459738,0.39692248123623247,0.3964907722987986,0.39639318473691526,0.39667071459621006,0.3966192882170391,2.01376391570326E-4,100,2,1.0E-4,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,1.0,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4,1.0,0.001,[D@722c41f4,4815162342
0.6855395356046208,0.6911474723104115,0.7000434600321318,0.6935193953880543,0.6925624658338045,0.005201075466728736,0.6187502625886613,0.6220826532338142,0.6214198478486189,0.6192777675605571,0.6203826328079128,0.0014010035899902759,25,10,1.0E-4,0.1,[D@722c41f4,4815162342
0.7617605294179195,0.7648446012036699,0.7607905063764049,0.7649783036461378,0.763093485161033,0.0018506370803131394,0.6863848638709918,0.6903168004770566,0.6907250044336933,0.6897265621266421,0.6892883077270959,0.0017134721990551473,75,10,1.0E-4,0.001,[D@722c41f4,4815162342
0.6686085027062278,0.6609436989711434,0.6676999697239909,0.6794777526880711,0.6691824810223583,0.006640734884322386,0.5942728079386627,0.5968320258267489,0.596376089832079,0.5957653224179122,0.5958115615038506,9.65652662079852E-4,25,8,1.0E-4,0.1,[D@722c41f4,4815162342
0.7574605931779598,0.7610990282949629,0.7621067365406599,0.7594481412866634,0.7600286248250614,0.0017604019121887555,0.6552477287326227,0.659124674713101,0.6577144717617217,0.6562045033319067,0.657072844634838,0.0014753606944501111,75,8,1.0E-4,0.001,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,10,1.0,0.001,[D@722c41f4,4815162342
0.6859332596322844,0.6327653004399423,0.6374171151547264,0.6439030764011734,0.6500046879070316,0.02111714586076954,0.570335857439718,0.5678164916834425,0.5680593752332551,0.5669220830923959,0.5682834518622029,0.0012583675661556183,25,6,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6,1.0,1.0,[D@722c41f4,4815162342
0.7577675226471735,0.7564090734000833,0.7543435627578698,0.755556344913917,0.756019125929761,0.0012480613288910515,0.6187286262510806,0.616877142265516,0.6143722077625915,0.6131197563779024,0.6157744331642726,0.0021769685960827457,75,6,1.0E-4,0.001,[D@722c41f4,4815162342
0.6127512055070954,0.5925624780715165,0.5780929006657118,0.5740775948027776,0.5893710447617753,0.015148459566466392,0.5344415283330142,0.5338498679985353,0.5357442686991543,0.5356041128365061,0.5349099444668024,7.939052908177092E-4,25,4,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,6,1.0,0.001,[D@722c41f4,4815162342
0.7489190730370863,0.7458721267354019,0.7414670613162091,0.7508201634125272,0.7467696061253061,0.0035337541315746002,0.5669102503369504,0.5681591190054457,0.5676009354755982,0.568466745848095,0.5677842626665224,5.924118033801329E-4,75,4,1.0E-4,0.001,[D@722c41f4,4815162342
0.53722855176384,0.48171459160377034,0.5130424979588616,0.5090671326739802,0.5102631935001131,0.01969332571774787,0.4900479534175865,0.48897720867396016,0.489411864456316,0.49191702469050247,0.4900885128095913,0.0011222689783173781,25,2,1.0E-4,0.1,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,1.0,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,8,1.0,0.001,[D@722c41f4,4815162342
0.7026237499051045,0.6686200218157131,0.6406529628100593,0.6382150566467442,0.6625279477944053,0.02605004009980033,0.5086823181779511,0.5062768748229312,0.5057825625832268,0.5084146972418082,0.5072891132064793,0.001274978513414194,75,2,1.0E-4,0.001,[D@722c41f4,4815162342
0.7498975028674854,0.748192799103562,0.7417075753065809,0.7360044639167093,0.7439505852985844,0.005512126299763224,0.5642896711748668,0.5655490416158758,0.5650496523684042,0.5658701088754605,0.5651896185086519,5.96185338910752E-4,75,4,1.0E-4,0.01,[D@722c41f4,4815162342
0.7572942827161805,0.7556459924744312,0.7538863722908494,0.7552334375284597,0.7555150212524802,0.0012160090101477935,0.6158497551663424,0.6138896953910052,0.6117185825642764,0.6103246308565987,0.6129456659945557,0.002103597178544479,75,6,1.0E-4,0.01,[D@722c41f4,4815162342
0.7571931959078096,0.761069382439474,0.7622252402712029,0.7600295679858069,0.7601293466510735,0.0018646296093047497,0.6521692804220003,0.6562384036454656,0.6547424554980351,0.6533033595200807,0.6541133747713954,0.001528652823810402,75,8,1.0E-4,0.01,[D@722c41f4,4815162342
0.7617792818842712,0.7652490865838525,0.7608823924381828,0.7652986527545034,0.7633023534152025,0.0019969313396212838,0.6836686628922599,0.6871837435424721,0.6878038399104163,0.6868377832668854,0.6863735074030084,0.0015995366195046704,75,10,1.0E-4,0.01,[D@722c41f4,4815162342
0.7233532911558727,0.6977204283961576,0.6930141715199126,0.6958904726823568,0.7024945909385749,0.012159057663244098,0.550378495104541,0.551155253084209,0.5514858394697268,0.5523348695604683,0.5513386143047363,7.017210983640725E-4,50,4,1.0E-4,0.01,[D@722c41f4,4815162342
0.7366073629915274,0.721210598151766,0.7175908483866059,0.7306445025603571,0.7265133280225641,0.007528043104836501,0.5945758123283734,0.5928162146802001,0.5914956008089214,0.5894944196799804,0.5920955118743688,0.0018572073636661528,50,6,1.0E-4,0.01,[D@722c41f4,4815162342
0.7335794270683859,0.7391204089020733,0.7393636430764867,0.7395991988693853,0.7379156694790827,0.002509247599800859,0.6252696315683632,0.629440000683995,0.6277778131351271,0.6265780038647758,0.6272663623130653,0.0015368032348950461,50,8,1.0E-4,0.01,[D@722c41f4,4815162342
0.7399991785882263,0.7436197650124483,0.7397523245558945,0.7439215676346674,0.7418232089478092,0.0019523301327811636,0.6536755587055736,0.6573132298392025,0.6572816467193054,0.6554282373328728,0.6559246681492386,0.0015061898329457642,50,10,1.0E-4,0.01,[D@722c41f4,4815162342
0.703346356499719,0.668461216054041,0.643196790565873,0.6384937782249991,0.663374535336158,0.025738173334060803,0.5066995463982279,0.5042585073511356,0.503850131745555,0.5064551523554649,0.5053158344625959,0.0012726870252728819,75,2,1.0E-4,0.01,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,1.0,1.0,[D@722c41f4,4815162342
0.6321934385000995,0.5827020973344461,0.5790904690414911,0.5937113310118849,0.5969243339719803,0.021062715135814817,0.49995089980659546,0.4982401356920717,0.49820195229382247,0.5011140543643815,0.4993767605392178,0.0012267758749966939,50,2,1.0E-4,0.01,[D@722c41f4,4815162342
0.6758944671290079,0.6488054916428597,0.6187539973711967,0.6508210342370947,0.6485687475950397,0.020253043733112028,0.46548385156939076,0.46735219147617885,0.46831721620751665,0.4664199372962659,0.466893299137338,0.0010546013323489267,75,10,1.0E-4,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,8,1.0,1.0,[D@722c41f4,4815162342
0.6675755206986316,0.603272526243365,0.5979022946611399,0.6181512178803765,0.6217253898708782,0.027491167871553056,0.45451738875181324,0.45477007847010675,0.4565651053528618,0.45542171714379615,0.4553185724296445,7.917108168382503E-4,75,8,1.0E-4,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,10,1.0,1.0,[D@722c41f4,4815162342
0.5526990050534705,0.535058153114991,0.5557142517277355,0.5279042683855164,0.5428439195704283,0.011689519841966724,0.445109923264156,0.4449576790599324,0.44496929030559396,0.4445579593012769,0.4448987129827398,2.056580968301349E-4,75,6,1.0E-4,1.0,[D@722c41f4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4,1.0,1.0,[D@722c41f4,4815162342
0.5649926189621787,0.49026386488283286,0.5275852419372091,0.4871625246628473,0.517501062611267,0.031699489042629286,0.4317363590157367,0.43175510864924593,0.4322048668181318,0.4319241716809528,0.4319051265410168,1.878794803329425E-4,75,4,1.0E-4,1.0,[D@722c41f4,4815162342
0.6793745864699302,0.659139239880264,0.6401314522227171,0.6561646788551603,0.6587024893570179,0.013953944356813174,0.4906751426698811,0.49283678997597363,0.49444115314512976,0.49260482406306094,0.4926394774635114,0.0013364860202166832,50,10,1.0E-4,1.0,[D@722c41f4,4815162342
