cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_avg,cummulativecoverage_std,numIters,numFactors,gamma,lambda,seed
0.6930819304719751,0.6932566871909577,0.6931583578809474,0.6974552330246422,0.6942380521421305,0.0018584729626782192,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.01,1.0,4815162342
0.692991239672334,0.6931918816672253,0.6936876977767896,0.6972333575662488,0.6942760441706494,0.0017261217317792073,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.01,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,1.0,0.01,4815162342
0.25500966182519946,0.2470565839830937,0.2190731337033132,0.22786086937471595,0.23725006222158057,0.014405978965465234,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0E-4,1.0E-4,4815162342
0.6930619160415198,0.6931289962615178,0.6933206937221806,0.6972304164920257,0.6941855056293109,0.001760543055609533,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.01,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,1.0,0.01,4815162342
0.6930363490101482,0.6932099318670336,0.6933507916858027,0.6975636873103495,0.6942901899683336,0.0018932332592191566,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.01,1.0,4815162342
0.2848524074576535,0.2507857156708832,0.24720039821115855,0.2708564647964904,0.26342374653404643,0.015308083360203914,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0E-4,1.0E-4,4815162342
0.6930561263110181,0.6932806171808092,0.693735654100075,0.6973380873433831,0.6943526212338212,0.001740958651863532,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.01,1.0,4815162342
0.6931209999100464,0.693216077486591,0.6933954705239428,0.697353159276906,0.6942714267993715,0.0017819665161853094,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.01,1.0,4815162342
0.29978750350510813,0.30790120487649997,0.3149691888735777,0.27718686853607516,0.29996119144781525,0.014203729717657243,1.0,1.0,1.0,1.0,1.0,0.0,100,4,1.0E-4,1.0E-4,4815162342
0.21535296331356402,0.3023196097257863,0.2886526923480637,0.24862255125970098,0.2637369541617787,0.034201136915403864,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0E-4,1.0E-4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1.0,0.01,4815162342
0.44288229664849127,0.4233321097647914,0.41537116189256545,0.44101597975067447,0.43065038701413066,0.01166272940070976,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0E-4,1.0E-4,4815162342
0.37723706145313657,0.3638068503426173,0.3549512466341329,0.229425053647374,0.3313550530193152,0.059381779555066024,1.0,1.0,1.0,1.0,1.0,0.0,100,6,1.0E-4,1.0E-4,4815162342
0.4186051194581331,0.4127819559758611,0.39191715742832667,0.3981250013661473,0.40535730855711705,0.010765382164965401,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0E-4,1.0E-4,4815162342
0.6931355146703015,0.6932406342970527,0.6934208213865402,0.697409380786327,0.6943015877850554,0.0017971836022067174,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.01,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6,1.0,0.1,4815162342
0.6628541583431532,0.6600635014742207,0.6690222485576337,0.6699062157286999,0.6654615310259269,0.004134339330402046,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,1.0,0.1,4815162342
0.6628138528282262,0.6600505896905657,0.6691439457982383,0.669743134069979,0.6654378805967524,0.004128515222942516,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,1.0,0.1,4815162342
0.6628458701564877,0.6600813461589647,0.6692161363487589,0.6695745536123638,0.6654294765691438,0.004086501467043179,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.1,1.0,4815162342
0.29957419064830315,0.30768180239470744,0.31473846879717365,0.27699069719313574,0.29974628975833,0.014191409410552264,1.0,1.0,1.0,1.0,1.0,0.0,100,4,1.0E-4,0.001,4815162342
0.3770968424609901,0.3636232198121171,0.3547923000739838,0.22925971793842514,0.3311930200713791,0.05938476838712628,1.0,1.0,1.0,1.0,1.0,0.0,100,6,1.0E-4,0.001,4815162342
0.44276546896830127,0.4232108357739015,0.41524623329731797,0.4409026660332682,0.43053130101819725,0.011666861020985873,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0E-4,0.001,4815162342
0.41850544576357057,0.41267533042032806,0.3917909256954063,0.398017859872157,0.4052473904378655,0.01077372821923873,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0E-4,0.001,4815162342
0.662873500551476,0.6600136879534954,0.6692590564617019,0.6697678945824955,0.6654785348872921,0.004163583368626787,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,10,1.0,0.1,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,8,1.0,0.1,4815162342
0.6628667710682841,0.6600625984100508,0.6693107434933848,0.66977649651643,0.6655041523720374,0.0041626118638376204,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.1,1.0,4815162342
0.6628725631928014,0.6600875346152589,0.6690392148649121,0.6699380435635347,0.6654843390591269,0.004135803948098027,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,6,1.0,0.1,4815162342
0.2151612211048804,0.3021255095653065,0.2884484214003646,0.24839251086454114,0.26353191573377316,0.03420242468796171,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0E-4,0.001,4815162342
0.662824973989945,0.6600741403925154,0.6691683183822194,0.6697756893895448,0.6654607805385562,0.004133026841165377,1.0,1.0,1.0,1.0,1.0,0.0,75,4,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,4,1.0,0.1,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,2,1.0,0.1,4815162342
0.6628715556286855,0.6601433153763984,0.669309771232618,0.6696062339597548,0.6654827190493642,0.004091977200019977,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,10,1.0,0.1,4815162342
0.6628573607112267,0.6599971906440993,0.6692384668398826,0.6697486173838482,0.6654604088947642,0.004161882608349852,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.1,1.0,4815162342
0.6628461589193121,0.660051666489971,0.6692915718203138,0.6697620627945775,0.6654878650060436,0.004161364488339666,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,8,1.0,0.1,4815162342
0.09982321805390237,0.11019269137972763,0.10609716775712774,0.10815132954444187,0.1060661016837999,0.003884310713198963,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0E-4,0.001,4815162342
0.6926392022335852,0.6926530658293768,0.6928796511944018,0.6967186553898871,0.6937226436618127,0.001732380200974136,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.01,1.0,4815162342
0.10653040903327493,0.10838276908212362,0.10719832701986412,0.10909076295210018,0.10780056702184071,9.974416165061993E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0E-4,0.001,4815162342
0.6926243560165061,0.6925326617352384,0.6926970223724188,0.696825741026779,0.6936699452877356,0.0018229300966166864,1.0,1.0,1.0,1.0,1.0,0.0,25,6,0.01,1.0,4815162342
0.11600164224424965,0.11316783133820417,0.10978998076677117,0.11005686446192496,0.11225407970278749,0.002538636712615273,1.0,1.0,1.0,1.0,1.0,0.0,50,6,1.0E-4,0.001,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1.0,0.1,4815162342
0.14371063267977613,0.12986420607933535,0.12880389430362515,0.1373452956032267,0.13493100716649084,0.00604410039005766,1.0,1.0,1.0,1.0,1.0,0.0,50,8,1.0E-4,0.001,4815162342
0.6628762186531457,0.6600162729614432,0.6692638627175075,0.6697720525994664,0.6654821017328907,0.00416447191629647,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.1,1.0,4815162342
0.692576570952166,0.6926785603579501,0.693260758887838,0.6967527984390242,0.6938171721592445,0.0017148633744545026,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.01,1.0,4815162342
0.6628705001952402,0.6600647223999461,0.6693153157691017,0.669780262340629,0.6655077001762293,0.004163338647185325,1.0,1.0,1.0,1.0,1.0,0.0,100,8,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,8,1.0,0.1,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,1.0,0.01,4815162342
0.6628764152203852,0.6600923742895489,0.6690433858878205,0.6699465788490278,0.6654896885616957,0.004136811411816622,1.0,1.0,1.0,1.0,1.0,0.0,100,6,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,6,1.0,0.1,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4,1.0,0.01,4815162342
0.6628267554076528,0.6600778877385041,0.6691739897142398,0.6697832118643074,0.6654654611811761,0.004134757266201944,1.0,1.0,1.0,1.0,1.0,0.0,100,4,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,1.0,1.0E-4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,1.0,0.1,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,1.0,1.0E-4,4815162342
0.6628758335904843,0.660153319435055,0.669332211687768,0.6696153292379864,0.6654941734878235,0.004095573457170146,1.0,1.0,1.0,1.0,1.0,0.0,100,2,0.1,1.0,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,1.0,0.1,4815162342
0.25487490838914506,0.24691852459164143,0.21894327724339718,0.2277462397703273,0.23712073749862775,0.01440059447486557,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0E-4,0.001,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,6,1.0,1.0E-4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,8,1.0,1.0E-4,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1.0,1.0E-4,4815162342
0.11696778147847252,0.15320269842276124,0.14352345985043435,0.13126843239396058,0.13624059303640718,0.01357310589889612,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0E-4,0.001,4815162342
0.12887748052903159,0.12877578302591142,0.11659869558579739,0.12403739944830083,0.1245723396472603,0.005001708080365895,1.0,1.0,1.0,1.0,1.0,0.0,50,10,1.0E-4,0.001,4815162342
0.14654203732137822,0.15054346521673811,0.1536161920615147,0.14056834840358223,0.14781751075080332,0.0048793626607140156,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0E-4,0.001,4815162342
0.2051808305547339,0.18302134785945687,0.18485726310436343,0.1293576177104434,0.17560426480724942,0.028080939743897134,1.0,1.0,1.0,1.0,1.0,0.0,75,6,1.0E-4,0.001,4815162342
0.2846951492937303,0.2506426316810346,0.2470537125373366,0.2707105544070151,0.26327551197977916,0.01530373451440239,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0E-4,0.001,4815162342
0.1074226141629142,0.10473971929747178,0.10422668480111588,0.10789387458883358,0.10607072321258387,0.0016065132404775985,1.0,1.0,1.0,1.0,1.0,0.0,25,8,1.0E-4,0.001,4815162342
0.1013134749878809,0.10493502600957307,0.09797888938260058,0.10459343789466202,0.10220520706867914,0.002820128774356915,1.0,1.0,1.0,1.0,1.0,0.0,25,10,1.0E-4,0.001,4815162342
0.09777307873254737,0.10422064783468632,0.1012934557645233,0.10515791180032516,0.10211127353302055,0.0028818494368050857,1.0,1.0,1.0,1.0,1.0,0.0,25,2,1.0E-4,0.001,4815162342
0.1011417471133408,0.10284725270001606,0.10111641560772777,0.10570840847178276,0.10270345597321684,0.001871366392638191,1.0,1.0,1.0,1.0,1.0,0.0,25,4,1.0E-4,0.001,4815162342
0.10149904785381016,0.10260480168349617,0.09805512819216357,0.10763432907623771,0.1024483267014269,0.0034322160670579548,1.0,1.0,1.0,1.0,1.0,0.0,25,6,1.0E-4,0.001,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,10,1.0,0.01,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,6,1.0,0.01,4815162342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,8,1.0,0.01,4815162342
0.6924606681713572,0.6925148708701728,0.6927760389759147,0.6969103918055277,0.693665492455743,0.0018772340605554343,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.01,1.0,4815162342
0.6926172387385249,0.6927230285163799,0.6928600497201702,0.6967338237874903,0.6937335351906413,0.00173435507028121,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.01,1.0,4815162342
0.7718873402464553,0.7721338577826828,0.7697228446750672,0.7726515646344405,0.7715989018346614,0.0011177056879859999,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.001,1.0E-4,4815162342
0.6516878405645613,0.6479093805251193,0.6307002711075327,0.6068956370338621,0.6342982823077689,0.017688339263857763,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.1,0.001,4815162342
0.7989139718179096,0.7996441786147521,0.7995765324066457,0.802793467109752,0.8002320374872649,0.0015061111997788292,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.001,1.0E-4,4815162342
0.6231396669021313,0.6668234977629903,0.6650913682578551,0.657241203951068,0.6530739342185112,0.017655705277232803,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.1,0.001,4815162342
0.797190763387173,0.7957500725765558,0.7960470394296435,0.796010716243588,0.79624964790924,5.552955052688558E-4,1.0,1.0,1.0,1.0,1.0,0.0,75,4,0.001,1.0E-4,4815162342
0.6944253373045383,0.7014110498849525,0.6991790389385824,0.6561422280049025,0.687789413533244,0.018444866358527854,1.0,1.0,1.0,1.0,1.0,0.0,25,6,0.1,0.001,4815162342
0.7896626456456524,0.7910531733752519,0.7892386365015174,0.7933508375522806,0.7908263232686755,0.0016046439028577272,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.001,1.0E-4,4815162342
0.7187033280146673,0.7177333444879841,0.7121999199387236,0.7248183833210329,0.7183637439406019,0.004476824116233561,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.1,0.001,4815162342
0.7880170877164271,0.7870761680850669,0.7876459571441602,0.7882350210537264,0.7877435584998452,4.3911549294033483E-4,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.001,1.0E-4,4815162342
0.701791465181389,0.7222614227135619,0.7286776291496493,0.682595626516465,0.7088315358902663,0.018111562701786404,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.1,0.001,4815162342
0.7810599440719309,0.7819202558975653,0.7796354601114753,0.7824880075867837,0.7812759169169388,0.0010749510819395597,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.001,1.0E-4,4815162342
0.25352287326531253,0.2455338368766373,0.2176420449798715,0.22659760672427634,0.23582409046152442,0.01434608716891179,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0E-4,0.01,4815162342
0.28311656576732375,0.24920792439153924,0.24557921825902412,0.2692481444134758,0.2617879632078407,0.015260605985647619,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0E-4,0.01,4815162342
0.5916939169867943,0.6538721573130446,0.6414166124882232,0.6318623495337843,0.6297112590804617,0.023295438350732597,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.1,1.0E-4,4815162342
0.20394048422636446,0.18189475248284515,0.1837245524260902,0.12903924983301357,0.17464975974207836,0.027717805365192662,1.0,1.0,1.0,1.0,1.0,0.0,75,6,1.0E-4,0.01,4815162342
0.1458088535844306,0.14973765040195575,0.1526514425401357,0.14001947362568248,0.14705435503805114,0.004732026333216146,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0E-4,0.01,4815162342
0.6204190521206318,0.5666657294827032,0.630506908058741,0.6306107584150618,0.6120506120192845,0.026527967554629293,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.1,1.0E-4,4815162342
0.6539994692327661,0.713976366488366,0.7293520738737002,0.6917314036734216,0.6972648283170635,0.028334505997294455,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.1,1.0E-4,4815162342
0.11662095110639013,0.1524140303619186,0.14282417242011286,0.1307671699106968,0.13565658094977961,0.013401940364455035,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0E-4,0.01,4815162342
0.6927278860163957,0.6819213062863883,0.6800927624563595,0.6603058864501141,0.6787619603023145,0.011698570901069521,1.0,1.0,1.0,1.0,1.0,0.0,75,4,0.1,1.0E-4,4815162342
0.12857266672329365,0.128487849598622,0.11641131782651193,0.1238882717358113,0.12434002647105971,0.004954497535404516,1.0,1.0,1.0,1.0,1.0,0.0,50,10,1.0E-4,0.01,4815162342
0.6768391032590613,0.6246360289944584,0.6581995185391514,0.6060002441363732,0.641418723732261,0.027714282868766957,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.1,1.0E-4,4815162342
0.7908381770886387,0.7920577023084899,0.7916413639146719,0.795434910536368,0.7924930384620421,0.0017541411408513257,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.001,1.0E-4,4815162342
0.5885680491528213,0.6360286725651395,0.6240460569037654,0.5711534547883218,0.604949058352512,0.026177843952188775,1.0,1.0,1.0,1.0,1.0,0.0,75,8,0.1,1.0E-4,4815162342
0.14323289932129063,0.12956799727675683,0.12849702588141443,0.1370147468314976,0.13457816732773986,0.0059775285609587,1.0,1.0,1.0,1.0,1.0,0.0,50,8,1.0E-4,0.01,4815162342
0.7887689914136579,0.7877477164530312,0.7872160193650877,0.7872584288538956,0.7877477890214181,6.255211171762673E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.001,1.0E-4,4815162342
0.6363869707603096,0.5894954932280314,0.6163048411674443,0.6149757027304716,0.6142907519715642,0.016640113083674742,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.1,1.0E-4,4815162342
0.11582831585874066,0.11304572566108306,0.10967873796563365,0.11004996845483506,0.1121506869850731,0.0024924685886676757,1.0,1.0,1.0,1.0,1.0,0.0,50,6,1.0E-4,0.01,4815162342
0.7810482608833901,0.7822567231535452,0.7797019810382964,0.7840664185504818,0.7817683459064284,0.001605306545609145,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.001,1.0E-4,4815162342
0.10646597302199144,0.10831278414094073,0.10711173660632123,0.1090651701096271,0.10773891596972013,0.0010126712723789132,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0E-4,0.01,4815162342
0.7793176105776454,0.7784731273529394,0.7777094060227108,0.7794272613116117,0.7787318513162268,6.962473413649477E-4,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.001,1.0E-4,4815162342
0.09980398981094417,0.11010165035767837,0.10603652997609381,0.1081139432341437,0.10601402834471502,0.0038627510008425446,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0E-4,0.01,4815162342
0.4174853518054597,0.411590443417002,0.39051251838805967,0.3969283231266383,0.40412915918428993,0.010854994129867668,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0E-4,0.01,4815162342
0.6975140282934162,0.6917031078182252,0.6979043844383996,0.7070659216663714,0.6985468605541031,0.00549751925377172,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.1,0.001,4815162342
0.6646779066738651,0.7057966088106874,0.7283416151498444,0.6774086818989512,0.694056203133337,0.024766665443294845,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.1,0.001,4815162342
0.44158052770271994,0.42198217081769174,0.41398085212939306,0.43975322154343766,0.4293241930483106,0.011707964975841001,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0E-4,0.01,4815162342
0.3756748775687225,0.36177219152045026,0.353191523938594,0.2276091366921219,0.3295619324299721,0.05940672237565643,1.0,1.0,1.0,1.0,1.0,0.0,100,6,1.0E-4,0.01,4815162342
0.29743023279504155,0.3054779656282344,0.31241417551140166,0.2750254092791491,0.2975869458034567,0.014063804819392524,1.0,1.0,1.0,1.0,1.0,0.0,100,4,1.0E-4,0.01,4815162342
0.21324843108513225,0.3001764455657357,0.28640051138802974,0.2460985886683338,0.26148099417680787,0.03421008198562546,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0E-4,0.01,4815162342
0.6633242445476358,0.7199700927977363,0.7278194007810126,0.6672006618963467,0.6945786000056828,0.029479081450287145,1.0,1.0,1.0,1.0,1.0,0.0,50,2,0.1,1.0E-4,4815162342
0.6860546782277871,0.6830004160240322,0.6595404840242949,0.6956342255164029,0.6810574509481293,0.013268474066244255,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.1,1.0E-4,4815162342
0.6558908686705468,0.6663799303422904,0.6572296338151241,0.5733357338642089,0.6382090416730426,0.03767152427855793,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.1,1.0E-4,4815162342
0.7592600500256403,0.7572701512902253,0.7552479177564159,0.7564694792730465,0.7570618995863321,0.0014591715143245742,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.1,0.1,4815162342
