cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_fold_4,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_fold_4,cummulativecoverage_avg,cummulativecoverage_std,numEpochs,numFactors,learningRate,seed
0.8039517029536604,0.8044357609120241,0.804196121084446,0.8051184169321562,0.8043560900860371,0.8044116183936648,3.9017732645282155E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0,4815162342
0.7264661092725566,0.7271364620741881,0.7270223501155483,0.7270592656158323,0.7270459668247555,0.7269460307805762,2.4299082829555E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,4,0.01,4815162342
0.7910242718292183,0.7912533799208381,0.7911035482695389,0.7910057060382623,0.791314573172054,0.7911402958459823,1.233587998898587E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,2,0.01,4815162342
0.8015227256163472,0.8021573358382226,0.8018801633777319,0.8018744241569061,0.8018248579302645,0.8018519013838944,2.018337215705496E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,8,0.01,4815162342
0.8056825025064792,0.8061173083061876,0.8059375292572205,0.8055592070851602,0.8058956290028023,0.8058384352315698,1.965422690597423E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0,4815162342
0.8040205927203771,0.8045161928777524,0.8042629989522981,0.8040305075506061,0.8043829966013828,0.8042426577404834,1.9455118006181144E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0,4815162342
0.8044515340266439,0.8049475273967456,0.8046979620765936,0.8044711087652786,0.8048226929256922,0.8046781650381908,1.9394340862652416E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0,4815162342
0.8088423399277594,0.8090795114941339,0.8091247201901491,0.8083636747829598,0.8086452482346079,0.8088110989259221,2.825152809531506E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,1.0,4815162342
0.8041619968679753,0.8046706088375177,0.8044058730310419,0.804167367393578,0.8045251365900983,0.8043861965440421,1.9936576690100558E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0,4815162342
0.8419133147405398,0.8398528717218368,0.8399360866491421,0.8396813780982668,0.8425358389827886,0.8407838980385149,0.0011954934991021506,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,10,0.1,4815162342
0.795692159583658,0.7960943195769834,0.7958795872073935,0.7958001496906256,0.7960308180477303,0.7958994068212781,1.4727939798584824E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0,4815162342
0.8406284939419755,0.8409456329352953,0.8405389817769428,0.8409124792976644,0.8416485214533442,0.8409348218810445,3.9000239581225474E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,6,0.1,4815162342
0.8159727956012984,0.8183134900419372,0.8158419130058712,0.8161290115746329,0.8172954290800365,0.8167105278607553,9.537818444917464E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,2,0.01,4815162342
0.8074409689199509,0.8118788381343552,0.8040532842706599,0.8037205661532029,0.8047451848686152,0.8063677684693568,0.0030502768008718525,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,0.1,4815162342
0.8394840713534848,0.8407227124759429,0.8396142543299077,0.8397454410213584,0.8404957288778862,0.8400124416117161,4.994134236562625E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,0.1,4815162342
0.8043986002433197,0.8049030926762963,0.8046599607439994,0.8044055481241033,0.8047770386401188,0.8046288480855676,2.0050709472070152E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.1,4815162342
0.8039480748776997,0.8043448785912345,0.8041899951364552,0.8038517591739279,0.804154068947501,0.8040977553453637,1.764469655489486E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,8,1.0,4815162342
0.8412608251784012,0.8400515092858296,0.8412520748277581,0.8392447542830174,0.8392588647139908,0.8402136056577995,9.001739200056228E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.1,4815162342
0.8042424579036703,0.8047354733367649,0.8044876206266404,0.8039297569550267,0.8046266489369384,0.8044043915518081,2.8894327447913457E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,10,1.0,4815162342
0.8288336493794606,0.8259062876318723,0.8256997645589764,0.8264778196380809,0.8223830856913669,0.8258601213799516,0.002065964313075199,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25,10,0.1,4815162342
0.8030265428885933,0.8034936523150529,0.8032601152544092,0.8030504525014311,0.8033807037015548,0.8032422933322083,1.8221281392018292E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,2,1.0,4815162342
0.8086694212547287,0.8091145835254725,0.8089531603182254,0.8087495844193752,0.8088805420920827,0.808873458321977,1.5589728690565147E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,0.01,4815162342
0.809161146216799,0.80975926079259,0.8093674538102049,0.8091370931512266,0.8094159059131981,0.8093681719768038,2.2427063794250006E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,0.01,4815162342
0.8146918403889952,0.8149865472335265,0.8143683547092626,0.8142452820120242,0.8146776152675167,0.814593927922265,2.6198381309683626E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,10,0.01,4815162342
