cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_fold_4,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_fold_4,cummulativecoverage_avg,cummulativecoverage_std,numEpochs,numFactors,learningRate,seed
0.8004254724860317,0.7969852042614004,0.7967518235001361,0.7907160476132485,0.8022897441853929,0.797433658409242,0.003957899071675569,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,10,1.0,4815162342
0.7934055650704813,0.7887190539941441,0.7894293377126327,0.7919178834570837,0.7948905979366656,0.7916724876342014,0.0023312872952818485,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,6,1.0,4815162342
0.7998089730162687,0.8003469067701413,0.7973087425651059,0.7997673493412638,0.8017637398528146,0.799799142309119,0.0014396449377567042,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,8,1.0,4815162342
0.7900674265457897,0.7853958357344403,0.785953862644706,0.7886253637439125,0.7913753073366964,0.788283559201109,0.0023075680899021034,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,2,1.0,4815162342
0.8156890968396655,0.8124875575687083,0.8142220229509866,0.8165465833780615,0.8134056866334896,0.8144701894741824,0.0014780209067112378,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,10,0.1,4815162342
0.7760090557421706,0.7689914672581096,0.7671846637510265,0.7986901386931583,0.7766719764736235,0.7775094603836178,0.011231485738141587,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,10,1.0,4815162342
0.7972994329077981,0.7930300409595655,0.7934253766831186,0.7961502427710555,0.7988973760615128,0.7957604938766101,0.0022480397160162422,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75,4,1.0,4815162342
0.7997448325882377,0.7955843959622819,0.7959237191680791,0.8001996176763013,0.8020009592018106,0.7986907049193421,0.0025159949025962292,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,6,0.1,4815162342
0.7694699337212539,0.7635359925369354,0.764510476019654,0.7669351647662912,0.769593568799233,0.7668090271686735,0.0024837914386128743,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,6,1.0,4815162342
0.8142195690354614,0.815074892773379,0.8169669617247223,0.8154103030002507,0.8165464003167657,0.8156436253701159,9.972015093110923E-4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,8,0.1,4815162342
0.7424952526308143,0.7401449302539204,0.7365602433469779,0.7382630833835077,0.7411909151590726,0.7397308849548585,0.002104863891715839,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,8,1.0,4815162342
0.7836937500855625,0.7781945567695623,0.7793027276595859,0.781456432800787,0.7845594742627146,0.7814413883156425,0.002445878342961686,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,2,1.0,4815162342
0.7989385603366322,0.7968841232842486,0.7974322764997486,0.7994341426623285,0.8009632444168129,0.7987304694399542,0.0014572605092530062,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50,4,1.0,4815162342
0.8022425742738162,0.7971857933458478,0.7960589605477434,0.8013247086098028,0.8028319508567123,0.7999287975267845,0.0027651452050429055,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,4,0.01,4815162342
0.8079309039661038,0.8081263775235715,0.8106646431996832,0.812438810021232,0.8075332330666073,0.8093387935554397,0.0019015853268390588,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,2,0.01,4815162342
