cummulativemae_fold_0,cummulativemae_fold_1,cummulativemae_fold_2,cummulativemae_fold_3,cummulativemae_fold_4,cummulativemae_avg,cummulativemae_std,cummulativecoverage_fold_0,cummulativecoverage_fold_1,cummulativecoverage_fold_2,cummulativecoverage_fold_3,cummulativecoverage_fold_4,cummulativecoverage_avg,cummulativecoverage_std,numIters,numFactors,learningRate,regularization,scores,seed
0.1163265306122449,0.34217687074829933,0.18367346938775508,0.39285714285714285,0.0,0.20700680272108843,0.1445202191986671,1.1096834481953043E-4,4.435676247211584E-4,3.4730261634637646E-4,8.19672131147541E-4,0.0,3.4430214340692126E-4,2.8594681022202215E-4,100,8,0.004,0.05,[D@3a4afd8d,4815162342
0.5995651087812083,0.6575927511051791,0.6038516005404331,0.602104032340819,0.6068345405754881,0.6139896066686255,0.02192962088232856,0.3811009520292919,0.3817572185519889,0.38134243449482264,0.3797744605529331,0.3800096154118905,0.38079693620818544,7.716821472458721E-4,25,2,0.003,0.15,[D@3a4afd8d,4815162342
0.14285714285714285,0.37959183673469393,0.1795918367346939,0.2040816326530612,0.0,0.18122448979591838,0.12181058072273523,2.044153720359771E-4,4.396993024125437E-4,5.093771706413522E-4,7.611241217798595E-4,0.0,3.829231933739465E-4,2.6105374598880287E-4,100,10,0.004,0.05,[D@3a4afd8d,4815162342
0.6937492655671782,0.7363799434008251,0.7533858784291615,0.7008125336021152,0.7391049387988937,0.7246865119596348,0.023217928693593487,0.46995787930650357,0.4708093247760272,0.47178605374809973,0.4678089533784613,0.466714614395214,0.46941536512086113,0.0018832006211434865,25,4,0.003,0.15,[D@3a4afd8d,4815162342
0.30612244897959184,0.25170068027210885,0.0,0.1510204081632653,0.0,0.1417687074829932,0.12599961729585687,1.7521317603083752E-4,3.8167446778332236E-4,3.4730261634637646E-4,5.776736924277908E-4,0.0,2.963727905176654E-4,1.9571249518646062E-4,100,4,0.004,0.05,[D@3a4afd8d,4815162342
0.42857142857142855,0.35714285714285715,0.0,0.37414965986394555,0.0,0.23197278911564628,0.19086937068150253,1.7521317603083752E-4,5.415651232060655E-4,3.4730261634637646E-4,8.157689305230289E-4,0.0,3.759699692212617E-4,2.8401528348825054E-4,100,6,0.004,0.05,[D@3a4afd8d,4815162342
0.3523809523809524,0.3020408163265306,0.3523809523809524,0.20136054421768707,0.0,0.2416326530612245,0.1328064001241083,1.4406416695868864E-4,3.8167446778332236E-4,2.8555992899590956E-4,5.776736924277908E-4,0.0,2.7779445123314226E-4,1.9790526311893615E-4,100,2,0.004,0.05,[D@3a4afd8d,4815162342
0.7673777007890175,0.7752481311630497,0.7717366357942049,0.7700171213641734,0.7712965018227852,0.7711352181866461,0.0025562803523613157,0.8614471308521188,0.8614672081844967,0.8551088581093654,0.8533658041247875,0.848072673481597,0.8558923349504731,0.005100573860770771,100,8,0.001,0.05,[D@3a4afd8d,4815162342
0.7567231123133842,0.7706481669475564,0.7602491540408065,0.755990319485609,0.758844170924735,0.7604909847424183,0.00529889948162928,0.8515750629026222,0.838817537582937,0.8383051011285867,0.8379016231448827,0.8371009159413063,0.840740048140067,0.005446512614676037,100,8,0.002,0.1,[D@3a4afd8d,4815162342
0.7661698146841189,0.7730355045792084,0.7735625114276715,0.7659245456159316,0.7695470328766734,0.7696478818367207,0.003248712573422217,0.8849977646395444,0.8883326114469118,0.881209746583185,0.8834664350030852,0.8680166214001953,0.8812046358145844,0.006989067874630896,100,10,0.001,0.05,[D@3a4afd8d,4815162342
0.7584879595664549,0.7639286803160872,0.7572082992111425,0.7567557970918423,0.7532361587036809,0.7579233789778416,0.003470648810696137,0.8871996186112445,0.8799121981384669,0.8836173932975555,0.8900803178843756,0.8837890764380667,0.8849197208739419,0.0034606182424400953,100,10,0.002,0.1,[D@3a4afd8d,4815162342
0.7726535198529193,0.782689633300875,0.7688476713021505,0.777053527166733,0.771859044461597,0.774620679216855,0.004813537826278281,0.6985843030598323,0.7016336186793343,0.6968914116821026,0.7002158573551063,0.695371164846247,0.6985392711245244,0.0022423333465910896,100,4,0.002,0.1,[D@3a4afd8d,4815162342
0.7796156839296352,0.7823174777774653,0.7787266904684749,0.7808402635223046,0.7822055749673705,0.78074113813305,0.0014116581963323272,0.7618928333945522,0.7662746354752366,0.7561089752216361,0.7626767296880775,0.7534892756047746,0.7600884898768554,0.004639163806432353,100,4,0.001,0.05,[D@3a4afd8d,4815162342
0.772921915332302,0.7786235962385754,0.7716021133151256,0.7711758691654086,0.7772034892435562,0.7743053966589935,0.003035176831403387,0.8173205397923909,0.8219915233610865,0.8121695170608438,0.8246481490485065,0.8090182204469548,0.8170295899419566,0.005840380595928877,100,6,0.001,0.05,[D@3a4afd8d,4815162342
0.761728171637564,0.7731699156290415,0.759836700803485,0.7608652525707315,0.7626716464236877,0.7636543374129019,0.004849234341630049,0.7760177120549281,0.780226628469757,0.7815091801980318,0.7874853452760454,0.7776112286860202,0.7805700189369564,0.003957262108088472,100,6,0.002,0.1,[D@3a4afd8d,4815162342
0.7954051174787158,0.7962612963483086,0.7939121661000765,0.7949507583240685,0.7934058786578306,0.7947870433818001,0.0010252088795628658,0.6469120206709749,0.6484293403718842,0.6491160682460964,0.6399255100208887,0.638188182921529,0.6445142244462746,0.004545979042069076,100,2,0.001,0.05,[D@3a4afd8d,4815162342
0.8125631406594693,0.819006191678594,0.8086488552307755,0.8122314646011181,0.8133124131318848,0.8131524130603683,0.0033397528437183925,0.560924633397166,0.5655211457437981,0.5734094468492353,0.560214381594142,0.5622559929940678,0.5644651201156818,0.004829083508611917,100,2,0.002,0.1,[D@3a4afd8d,4815162342
0.1163265306122449,0.336734693877551,0.18367346938775508,0.39285714285714285,0.0,0.20591836734693877,0.1435151028859037,1.1096834481953043E-4,4.6419867703377044E-4,3.4730261634637646E-4,8.19672131147541E-4,0.0,3.4842835386944364E-4,2.874941064829078E-4,100,8,0.002,0.05,[D@3a4afd8d,4815162342
0.1163265306122449,0.34217687074829933,0.18367346938775508,0.39285714285714285,0.0,0.20700680272108843,0.1445202191986671,1.1096834481953043E-4,4.435676247211584E-4,3.4730261634637646E-4,8.19672131147541E-4,0.0,3.4430214340692126E-4,2.8594681022202215E-4,100,8,0.004,0.1,[D@3a4afd8d,4815162342
0.14285714285714285,0.37959183673469393,0.1795918367346939,0.2040816326530612,0.0,0.18122448979591838,0.12181058072273523,2.044153720359771E-4,4.396993024125437E-4,5.093771706413522E-4,7.611241217798595E-4,0.0,3.829231933739465E-4,2.6105374598880287E-4,100,10,0.004,0.1,[D@3a4afd8d,4815162342
0.14285714285714285,0.42380952380952386,0.1795918367346939,0.2040816326530612,0.0,0.19006802721088437,0.13659863945578232,2.044153720359771E-4,4.5646203241654095E-4,5.093771706413522E-4,7.611241217798595E-4,0.0,3.8627573937474594E-4,2.6186772536556106E-4,100,10,0.002,0.05,[D@3a4afd8d,4815162342
0.7491501542269107,0.7554063490008872,0.7471036730383115,0.748966610774526,0.7466641950460251,0.7494581964173321,0.003132643918410329,0.898290673305302,0.8907034078710362,0.8884462375038172,0.8893643429005952,0.8821336597394445,0.8897876642640391,0.005171115181503057,100,4,0.002,0.05,[D@3a4afd8d,4815162342
0.30612244897959184,0.3983120853678038,0.0,0.1510204081632653,0.0,0.1710909885021322,0.16050545353222553,1.7521317603083752E-4,0.014067840997688971,3.4730261634637646E-4,5.776736924277908E-4,0.0,0.0030336060964987954,0.005520422923146094,100,4,0.004,0.1,[D@3a4afd8d,4815162342
0.42857142857142855,0.35714285714285715,0.0,0.37414965986394555,0.0,0.23197278911564628,0.19086937068150253,1.7521317603083752E-4,5.415651232060655E-4,3.4730261634637646E-4,8.157689305230289E-4,0.0,3.759699692212617E-4,2.8401528348825054E-4,100,6,0.002,0.05,[D@3a4afd8d,4815162342
0.42857142857142855,0.35714285714285715,0.0,0.37414965986394555,0.0,0.23197278911564628,0.19086937068150253,1.7521317603083752E-4,5.415651232060655E-4,3.4730261634637646E-4,8.157689305230289E-4,0.0,3.759699692212617E-4,2.8401528348825054E-4,100,6,0.004,0.1,[D@3a4afd8d,4815162342
0.7867067193643339,0.7876623427226015,0.7836736074404164,0.7861409798433033,0.7847781200733803,0.7857923538888072,0.0014122478013736102,0.6803979539160784,0.681979789925289,0.6770995733197311,0.6763578107361298,0.6692717424362131,0.6770213740666883,0.004392958026911465,25,10,0.003,0.15,[D@3a4afd8d,4815162342
0.7606263934544724,0.7646519130372218,0.7646267730197075,0.7639397591704655,0.7623651984474535,0.7632420074258641,0.0015493545437946566,0.8094796702368666,0.8265672670715878,0.8273709614029233,0.8136173669841537,0.812637283879289,0.817934509914964,0.007506713709077459,100,2,0.002,0.05,[D@3a4afd8d,4815162342
0.7440783220830982,0.7552052881675204,0.750064327352661,0.7443549655459327,0.7441996924155315,0.7475805191129488,0.0044363492990243504,0.8068738025312867,0.8343048895229972,0.8307195148393276,0.8167613144524642,0.8167077545382853,0.8210734551768721,0.010073741676414024,100,2,0.004,0.1,[D@3a4afd8d,4815162342
